Location_ID,Location_Name,URL_Slug,Image_Filename,Image_Source_Tier,License,Attribution,Rendered_Alt_Template,Upgrade_TODO
SK-0104,Prince Albert,prince-albert-rm,prince-albert-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Prince Albert, Saskatchewan — Prince Albert, Central Saskatchewan, Saskatchewan — rural municipality of 3,438, farmland 134 km from Saskatoon","Replace with a license-verified photo of Prince Albert, SK (search Wikimedia Commons: ""Prince Albert Saskatchewan"")"
SK-0054,Watrous,watrous,watrous-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Watrous, Saskatchewan — Watrous, Central Saskatchewan, Saskatchewan — town of 1,842, 98 km from Saskatoon","Replace with a license-verified photo of Watrous, SK (search Wikimedia Commons: ""Watrous Saskatchewan"")"
SK-0200,Buckland,buckland,buckland-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Buckland, Saskatchewan — Buckland, Central Saskatchewan, Saskatchewan — rural municipality of 3,277, farmland 141 km from Saskatoon","Replace with a license-verified photo of Buckland, SK (search Wikimedia Commons: ""Buckland Saskatchewan"")"
SK-0480,St. Louis,st-louis-rm,st-louis-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in St. Louis, Saskatchewan — St. Louis, Central Saskatchewan, Saskatchewan — rural municipality of 1,029, beside Lac de Jonc","Replace with a license-verified photo of St. Louis, SK (search Wikimedia Commons: ""St. Louis Saskatchewan"")"
SK-0543,Duck Lake,duck-lake-rm,duck-lake-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Duck Lake, Saskatchewan — Duck Lake, Central Saskatchewan, Saskatchewan — rural municipality of 1,010, beside Okemasis Lake","Replace with a license-verified photo of Duck Lake, SK (search Wikimedia Commons: ""Duck Lake Saskatchewan"")"
SK-0058,Shellbrook,shellbrook,shellbrook-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Shellbrook, Saskatchewan — Shellbrook, Central Saskatchewan, Saskatchewan — town of 1,510, 122 km from Saskatoon","Replace with a license-verified photo of Shellbrook, SK (search Wikimedia Commons: ""Shellbrook Saskatchewan"")"
SK-0059,Lanigan,lanigan,lanigan-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Lanigan, Saskatchewan — Lanigan, Central Saskatchewan, Saskatchewan — town of 1,433, 118 km from Saskatoon","Replace with a license-verified photo of Lanigan, SK (search Wikimedia Commons: ""Lanigan Saskatchewan"")"
SK-0074,Davidson,davidson,davidson-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Davidson, Saskatchewan — Davidson, Central Saskatchewan, Saskatchewan — town of 1,044, 109 km from Saskatoon","Replace with a license-verified photo of Davidson, SK (search Wikimedia Commons: ""Davidson Saskatchewan"")"
SK-0478,Shellbrook,shellbrook-rm,shellbrook-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Shellbrook, Saskatchewan — Shellbrook, Central Saskatchewan, Saskatchewan — rural municipality of 1,581, farmland 139 km from Saskatoon","Replace with a license-verified photo of Shellbrook, SK (search Wikimedia Commons: ""Shellbrook Saskatchewan"")"
SK-0069,Wynyard,wynyard,wynyard-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Wynyard, Saskatchewan — Wynyard, Central Saskatchewan, Saskatchewan — town of 1,724, on the Wynyard Creek","Replace with a license-verified photo of Wynyard, SK (search Wikimedia Commons: ""Wynyard Saskatchewan"")"
SK-0055,Tisdale,tisdale,tisdale-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Tisdale, Saskatchewan — Tisdale, Central Saskatchewan, Saskatchewan — town of 2,962, on the Presbyterian River","Replace with a license-verified photo of Tisdale, SK (search Wikimedia Commons: ""Tisdale Saskatchewan"")"
SK-0065,Nipawin,nipawin,nipawin-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Nipawin, Saskatchewan — Nipawin, Central Saskatchewan, Saskatchewan — town of 4,570, 225 km from Saskatoon","Replace with a license-verified photo of Nipawin, SK (search Wikimedia Commons: ""Nipawin Saskatchewan"")"
SK-0072,Birch Hills,birch-hills,birch-hills-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Birch Hills, Saskatchewan — Birch Hills, Central Saskatchewan, Saskatchewan — town of 1,066, on the Cromarty Creek","Replace with a license-verified photo of Birch Hills, SK (search Wikimedia Commons: ""Birch Hills Saskatchewan"")"
SK-0325,Canwood,canwood-rm,canwood-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Canwood, Saskatchewan — Canwood, Central Saskatchewan, Saskatchewan — rural municipality of 1,351, farmland 147 km from Saskatoon","Replace with a license-verified photo of Canwood, SK (search Wikimedia Commons: ""Canwood Saskatchewan"")"
SK-0095,Wakaw,wakaw,wakaw-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Wakaw, Saskatchewan — Wakaw, Central Saskatchewan, Saskatchewan — town of 978, beside Isinger Lake","Replace with a license-verified photo of Wakaw, SK (search Wikimedia Commons: ""Wakaw Saskatchewan"")"
SK-0096,Strasbourg,strasbourg,strasbourg-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Strasbourg, Saskatchewan — Strasbourg, Central Saskatchewan, Saskatchewan — town of 788, 73 km from Regina","Replace with a license-verified photo of Strasbourg, SK (search Wikimedia Commons: ""Strasbourg Saskatchewan"")"
SK-0097,Cudworth,cudworth,cudworth-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Cudworth, Saskatchewan — Cudworth, Central Saskatchewan, Saskatchewan — town of 772, beside Arn Lake","Replace with a license-verified photo of Cudworth, SK (search Wikimedia Commons: ""Cudworth Saskatchewan"")"
SK-0108,Wadena,wadena,wadena-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Wadena, Saskatchewan — Wadena, Central Saskatchewan, Saskatchewan — town of 1,269, 175 km from Regina","Replace with a license-verified photo of Wadena, SK (search Wikimedia Commons: ""Wadena Saskatchewan"")"
SK-0616,Hoodoo,hoodoo-rm,hoodoo-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Hoodoo, Saskatchewan — Hoodoo, Central Saskatchewan, Saskatchewan — rural municipality of 802, beside Mallard Lake","Replace with a license-verified photo of Hoodoo, SK (search Wikimedia Commons: ""Hoodoo Saskatchewan"")"
SK-0865,Rosedale,rosedale,rosedale-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Rosedale, Saskatchewan — Rosedale, Central Saskatchewan, Saskatchewan — rural municipality of 542, farmland 65 km from Saskatoon","Replace with a license-verified photo of Rosedale, SK (search Wikimedia Commons: ""Rosedale Saskatchewan"")"
SK-0544,Leask,leask-rm,leask-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Leask, Saskatchewan — Leask, Central Saskatchewan, Saskatchewan — rural municipality of 857, farmland 98 km from Saskatoon","Replace with a license-verified photo of Leask, SK (search Wikimedia Commons: ""Leask Saskatchewan"")"
SK-0484,Humboldt,humboldt-rm,humboldt-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Humboldt, Saskatchewan — Humboldt, Central Saskatchewan, Saskatchewan — rural municipality of 961, farmland 108 km from Saskatoon","Replace with a license-verified photo of Humboldt, SK (search Wikimedia Commons: ""Humboldt Saskatchewan"")"
SK-0118,Bruno,bruno,bruno-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Bruno, Saskatchewan — Bruno, Central Saskatchewan, Saskatchewan — town of 604, 80 km from Saskatoon","Replace with a license-verified photo of Bruno, SK (search Wikimedia Commons: ""Bruno Saskatchewan"")"
SK-0119,Duck Lake,duck-lake,duck-lake-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Duck Lake, Saskatchewan — Duck Lake, Central Saskatchewan, Saskatchewan — town of 579, beside Duck Lake","Replace with a license-verified photo of Duck Lake, SK (search Wikimedia Commons: ""Duck Lake Saskatchewan"")"
SK-0562,Blaine Lake,blaine-lake,blaine-lake-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Blaine Lake, Saskatchewan — Blaine Lake, Central Saskatchewan, Saskatchewan — town of 509, beside Gillies Lake","Replace with a license-verified photo of Blaine Lake, SK (search Wikimedia Commons: ""Blaine Lake Saskatchewan"")"
SK-0329,Paddockwood,paddockwood-rm,paddockwood-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Paddockwood, Saskatchewan — Paddockwood, Central Saskatchewan, Saskatchewan — rural municipality of 1,071, farmland 196 km from Saskatoon","Replace with a license-verified photo of Paddockwood, SK (search Wikimedia Commons: ""Paddockwood Saskatchewan"")"
SK-0546,Three Lakes,three-lakes,three-lakes-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Three Lakes, Saskatchewan — Three Lakes, Central Saskatchewan, Saskatchewan — rural municipality of 725, beside Dill Lakes","Replace with a license-verified photo of Three Lakes, SK (search Wikimedia Commons: ""Three Lakes Saskatchewan"")"
SK-0870,Bayne,bayne,bayne-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Bayne, Saskatchewan — Bayne, Central Saskatchewan, Saskatchewan — rural municipality of 461, farmland 72 km from Saskatoon","Replace with a license-verified photo of Bayne, SK (search Wikimedia Commons: ""Bayne Saskatchewan"")"
SK-0327,Torch River,torch-river,torch-river-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Torch River, Saskatchewan — Torch River, Central Saskatchewan, Saskatchewan — rural municipality of 1,219, beside Gertrude Lake","Replace with a license-verified photo of Torch River, SK (search Wikimedia Commons: ""Torch River Saskatchewan"")"
SK-1209,Fish Creek,fish-creek-rm,fish-creek-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Fish Creek, Saskatchewan — Fish Creek, Central Saskatchewan, Saskatchewan — rural municipality of 364, farmland 70 km from Saskatoon","Replace with a license-verified photo of Fish Creek, SK (search Wikimedia Commons: ""Fish Creek Saskatchewan"")"
SK-0494,St. Peter,st-peter,st-peter-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in St. Peter, Saskatchewan — St. Peter, Central Saskatchewan, Saskatchewan — rural municipality of 723, farmland 127 km from Saskatoon","Replace with a license-verified photo of St. Peter, SK (search Wikimedia Commons: ""St. Peter Saskatchewan"")"
SK-0625,Wolverine,wolverine,wolverine-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Wolverine, Saskatchewan — Wolverine, Central Saskatchewan, Saskatchewan — rural municipality of 511, beside Wolverine Lake","Replace with a license-verified photo of Wolverine, SK (search Wikimedia Commons: ""Wolverine Saskatchewan"")"
SK-0121,Raymore,raymore,raymore-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Raymore, Saskatchewan — Raymore, Central Saskatchewan, Saskatchewan — town of 507, 106 km from Regina","Replace with a license-verified photo of Raymore, SK (search Wikimedia Commons: ""Raymore Saskatchewan"")"
SK-0561,Mount Hope,mount-hope,mount-hope-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Mount Hope, Saskatchewan — Mount Hope, Central Saskatchewan, Saskatchewan — rural municipality of 531, beside Neiber Lake","Replace with a license-verified photo of Mount Hope, SK (search Wikimedia Commons: ""Mount Hope Saskatchewan"")"
SK-0548,Birch Hills,birch-hills-rm,birch-hills-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Birch Hills, Saskatchewan — Birch Hills, Central Saskatchewan, Saskatchewan — rural municipality of 658, on the Cromarty Creek","Replace with a license-verified photo of Birch Hills, SK (search Wikimedia Commons: ""Birch Hills Saskatchewan"")"
SK-0624,Usborne,usborne,usborne-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Usborne, Saskatchewan — Usborne, Central Saskatchewan, Saskatchewan — rural municipality of 511, farmland 113 km from Saskatoon","Replace with a license-verified photo of Usborne, SK (search Wikimedia Commons: ""Usborne Saskatchewan"")"
SK-0754,Touchwood,touchwood,touchwood-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Touchwood, Saskatchewan — Touchwood, Central Saskatchewan, Saskatchewan — rural municipality of 373, beside Oochoo Lake","Replace with a license-verified photo of Touchwood, SK (search Wikimedia Commons: ""Touchwood Saskatchewan"")"
SK-0883,Blaine Lake,blaine-lake-rm,blaine-lake-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Blaine Lake, Saskatchewan — Blaine Lake, Central Saskatchewan, Saskatchewan — rural municipality of 301, farmland 77 km from Saskatoon","Replace with a license-verified photo of Blaine Lake, SK (search Wikimedia Commons: ""Blaine Lake Saskatchewan"")"
SK-0557,Invergordon,invergordon,invergordon-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Invergordon, Saskatchewan — Invergordon, Central Saskatchewan, Saskatchewan — rural municipality of 563, farmland 123 km from Saskatoon","Replace with a license-verified photo of Invergordon, SK (search Wikimedia Commons: ""Invergordon Saskatchewan"")"
SK-0115,St. Brieux,st-brieux,st-brieux-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in St. Brieux, Saskatchewan — St. Brieux, Central Saskatchewan, Saskatchewan — town of 638, beside Bergot Lake","Replace with a license-verified photo of St. Brieux, SK (search Wikimedia Commons: ""St. Brieux Saskatchewan"")"
SK-0881,Viscount,viscount-rm,viscount-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Viscount, Saskatchewan — Viscount, Central Saskatchewan, Saskatchewan — rural municipality of 320, farmland 88 km from Saskatoon","Replace with a license-verified photo of Viscount, SK (search Wikimedia Commons: ""Viscount Saskatchewan"")"
SK-0566,Craik,craik,craik-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Craik, Saskatchewan — Craik, Central Saskatchewan, Saskatchewan — town of 405, beside Arm Lake","Replace with a license-verified photo of Craik, SK (search Wikimedia Commons: ""Craik Saskatchewan"")"
SK-1215,McCraney,mccraney,mccraney-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in McCraney, Saskatchewan — McCraney, Central Saskatchewan, Saskatchewan — rural municipality of 280, farmland 83 km from Saskatoon","Replace with a license-verified photo of McCraney, SK (search Wikimedia Commons: ""McCraney Saskatchewan"")"
SK-0113,Kinistino,kinistino,kinistino-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Kinistino, Saskatchewan — Kinistino, Central Saskatchewan, Saskatchewan — town of 671, 144 km from Saskatoon","Replace with a license-verified photo of Kinistino, SK (search Wikimedia Commons: ""Kinistino Saskatchewan"")"
SK-0146,Watson,watson,watson-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Watson, Saskatchewan — Watson, Central Saskatchewan, Saskatchewan — town of 707, 148 km from Saskatoon","Replace with a license-verified photo of Watson, SK (search Wikimedia Commons: ""Watson Saskatchewan"")"
SK-0573,Last Mountain Valley,last-mountain-valley,last-mountain-valley-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Last Mountain Valley, Saskatchewan — Last Mountain Valley, Central Saskatchewan, Saskatchewan — rural municipality of 339, farmland 99 km from Regina","Replace with a license-verified photo of Last Mountain Valley, SK (search Wikimedia Commons: ""Last Mountain Valley Saskatchewan"")"
SK-0549,Flett's Springs,fletts-springs,fletts-springs-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Flett's Springs, Saskatchewan — Flett's Springs, Central Saskatchewan, Saskatchewan — rural municipality of 656, on the Flett Creek","Replace with a license-verified photo of Flett's Springs, SK (search Wikimedia Commons: ""Flett's Springs Saskatchewan"")"
SK-0423,Leroy,leroy,leroy-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Leroy, Saskatchewan — Leroy, Central Saskatchewan, Saskatchewan — town of 510, 134 km from Saskatoon","Replace with a license-verified photo of Leroy, SK (search Wikimedia Commons: ""Leroy Saskatchewan"")"
SK-1217,Morris,morris,morris-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Morris, Saskatchewan — Morris, Central Saskatchewan, Saskatchewan — rural municipality of 263, beside Little Manitou Lake","Replace with a license-verified photo of Morris, SK (search Wikimedia Commons: ""Morris Saskatchewan"")"
SK-0114,Naicam,naicam,naicam-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Naicam, Saskatchewan — Naicam, Central Saskatchewan, Saskatchewan — town of 651, 152 km from Saskatoon","Replace with a license-verified photo of Naicam, SK (search Wikimedia Commons: ""Naicam Saskatchewan"")"
SK-0179,Nokomis,nokomis,nokomis-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Nokomis, Saskatchewan — Nokomis, Central Saskatchewan, Saskatchewan — town of 414, 121 km from Regina","Replace with a license-verified photo of Nokomis, SK (search Wikimedia Commons: ""Nokomis Saskatchewan"")"
SK-0240,Imperial,imperial,imperial-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Imperial, Saskatchewan — Imperial, Central Saskatchewan, Saskatchewan — town of 372, beside Bulrush Lake","Replace with a license-verified photo of Imperial, SK (search Wikimedia Commons: ""Imperial Saskatchewan"")"
SK-0563,Lake Lenore,lake-lenore-rm,lake-lenore-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Lake Lenore, Saskatchewan — Lake Lenore, Central Saskatchewan, Saskatchewan — rural municipality of 506, farmland 135 km from Saskatoon","Replace with a license-verified photo of Lake Lenore, SK (search Wikimedia Commons: ""Lake Lenore Saskatchewan"")"
SK-0622,Big Quill,big-quill,big-quill-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Big Quill, Saskatchewan — Big Quill, Central Saskatchewan, Saskatchewan — rural municipality of 520, farmland 137 km from Regina","Replace with a license-verified photo of Big Quill, SK (search Wikimedia Commons: ""Big Quill Saskatchewan"")"
SK-0545,Star City,star-city-rm,star-city-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Star City, Saskatchewan — Star City, Central Saskatchewan, Saskatchewan — rural municipality of 811, farmland 170 km from Saskatoon","Replace with a license-verified photo of Star City, SK (search Wikimedia Commons: ""Star City Saskatchewan"")"
SK-0629,Leroy,leroy-rm,leroy-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Leroy, Saskatchewan — Leroy, Central Saskatchewan, Saskatchewan — rural municipality of 457, farmland 134 km from Saskatoon","Replace with a license-verified photo of Leroy, SK (search Wikimedia Commons: ""Leroy Saskatchewan"")"
SK-0550,Garden River,garden-river,garden-river-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Garden River, Saskatchewan — Garden River, Central Saskatchewan, Saskatchewan — rural municipality of 647, farmland 160 km from Saskatoon","Replace with a license-verified photo of Garden River, SK (search Wikimedia Commons: ""Garden River Saskatchewan"")"
SK-1107,Willner,willner,willner-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Willner, Saskatchewan — Willner, Central Saskatchewan, Saskatchewan — rural municipality of 293, farmland 107 km from Saskatoon","Replace with a license-verified photo of Willner, SK (search Wikimedia Commons: ""Willner Saskatchewan"")"
SK-0092,Candle Lake,candle-lake,candle-lake-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Candle Lake, Saskatchewan — Candle Lake, Central Saskatchewan, Saskatchewan — resort village of 1,160, beside Torch Lake","Replace with a license-verified photo of Candle Lake, SK (search Wikimedia Commons: ""Candle Lake Saskatchewan"")"
SK-0556,Kinistino,kinistino-rm,kinistino-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Kinistino, Saskatchewan — Kinistino, Central Saskatchewan, Saskatchewan — rural municipality of 604, on the Lars Creek","Replace with a license-verified photo of Kinistino, SK (search Wikimedia Commons: ""Kinistino Saskatchewan"")"
SK-0620,Pleasantdale,pleasantdale-rm,pleasantdale-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Pleasantdale, Saskatchewan — Pleasantdale, Central Saskatchewan, Saskatchewan — rural municipality of 599, beside McPhail Lake","Replace with a license-verified photo of Pleasantdale, SK (search Wikimedia Commons: ""Pleasantdale Saskatchewan"")"
SK-0741,Tisdale,tisdale-rm,tisdale-rm-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Tisdale, Saskatchewan — Tisdale, Central Saskatchewan, Saskatchewan — rural municipality of 885, farmland 196 km from Saskatoon","Replace with a license-verified photo of Tisdale, SK (search Wikimedia Commons: ""Tisdale Saskatchewan"")"
SK-0652,Govan,govan,govan-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Govan, Saskatchewan — Govan, Central Saskatchewan, Saskatchewan — town of 200, 99 km from Regina","Replace with a license-verified photo of Govan, SK (search Wikimedia Commons: ""Govan Saskatchewan"")"
SK-1219,Arm River,arm-river,arm-river-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Arm River, Saskatchewan — Arm River, Central Saskatchewan, Saskatchewan — rural municipality of 258, on the Arm River","Replace with a license-verified photo of Arm River, SK (search Wikimedia Commons: ""Arm River Saskatchewan"")"
SK-0324,Hudson Bay,hudson-bay,hudson-bay-central-saskatchewan-sk.webp,flag,CC0/Public-Domain,Wikimedia Commons — Public Domain — flag of Saskatchewan (place-neutral fallback),"{SERVICE_CATEGORY} in Hudson Bay, Saskatchewan — Hudson Bay, Central Saskatchewan, Saskatchewan — town of 1,403, on the Etomami River","Replace with a license-verified photo of Hudson Bay, SK (search Wikimedia Commons: ""Hudson Bay Saskatchewan"")"
