Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-0738,Kincaid East,Locality,Central Saskatchewan,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0801,Chakastaypasin Band,First Nations Reserve,Central Saskatchewan,200,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0802,Lac La Hache First Nation,First Nations Reserve,Central Saskatchewan,200,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0803,Pheasant Rump Nakota Nation,First Nations Reserve,Southeast Saskatchewan,300,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0804,Shoal Lake Cree Nation,First Nations Reserve,Central Saskatchewan,300,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0805,Amulet,Locality,Southeast Saskatchewan,50,40.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0806,Anglin Lake,Locality,Central Saskatchewan,31,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0807,Auburnton,Locality,Southeast Saskatchewan,51,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0808,Bechard,Locality,Regina Region,34,40.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0809,Bertwell,Locality,Central Saskatchewan,54,34.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0810,Blucher,Locality,Saskatoon Region,28,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0811,Bryant,Locality,Southeast Saskatchewan,37,37.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0812,Cando,Locality,West Central Saskatchewan,30,38.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0813,Cardross,Locality,Southern Saskatchewan,37,39.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0814,Claydon,Locality,Southwest Saskatchewan,35,32,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0815,Courval,Locality,Southwest Saskatchewan,31,38.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0816,Divide,Locality,Southwest Saskatchewan,46,32.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0817,Elk Hill,Locality,Central Saskatchewan,18,34.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0818,Forgan,Locality,West Central Saskatchewan,23,37.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0819,Forward,Locality,Southeast Saskatchewan,22,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0820,Froude,Locality,Southeast Saskatchewan,39,38.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0821,Girvin,Locality,Central Saskatchewan,19,37.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0822,Glidden,Locality,West Central Saskatchewan,49,36.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0823,Grenfell Beach,Locality,Regina Region,36,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0824,Harptree,Locality,Southern Saskatchewan,45,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0825,Instow,Locality,Southwest Saskatchewan,47,34.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0826,Leipzig,Locality,Northwest Saskatchewan,42,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0827,Lipp's Beach,Locality,Southern Saskatchewan,36,40.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0828,Lisieux,Locality,Southern Saskatchewan,30,37,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0829,Loch Leven,Locality,Saskatoon Region,29,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0830,McMahon,Locality,Southwest Saskatchewan,21,34.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0831,Robinhood,Locality,Northwest Saskatchewan,26,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0832,Robsart,Locality,Southwest Saskatchewan,23,30.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0833,Sandy Beach,Locality,Central Saskatchewan,54,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0834,Schoenwiese,Locality,Southwest Saskatchewan,36,35.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0835,Senate,Locality,Southwest Saskatchewan,51,31.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0836,Shackleton,Locality,Southwest Saskatchewan,47,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0837,Southbranch Settlement,Locality,Saskatoon Region,13,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0838,Tonkin,Locality,Southeast Saskatchewan,23,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0839,Valley Centre,Locality,West Central Saskatchewan,52,40.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0840,Bateman,Locality,Southwest Saskatchewan,20,36.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0841,Bladworth South,Locality,West Central Saskatchewan,30,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0842,Cecil,Locality,Central Saskatchewan,30,37.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0843,Fairmount,Locality,West Central Saskatchewan,21,35.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0844,Fort Carlton,Locality,Saskatoon Region,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0845,Gravelbourg East,Locality,Central Saskatchewan,30,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0846,Highway Junction,Locality,Central Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0847,Huron,Locality,Central Saskatchewan,15,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0848,Kyle East,Locality,Central Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0849,Birch Hills,Locality,Central Saskatchewan,950,,duplicate place (locality twin of an incorporated municipality)
SK-0851,Whitewood,Locality,Southeast Saskatchewan,940,,duplicate place (locality twin of an incorporated municipality)
SK-0853,Southend,Locality,Northern Saskatchewan,900,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0854,Preeceville,Locality,Central Saskatchewan,900,,duplicate place (locality twin of an incorporated municipality)
SK-0855,Hatchet Lake,Locality,Northern Saskatchewan,800,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0856,Hague,Locality,Central Saskatchewan,800,,duplicate place (locality twin of an incorporated municipality)
SK-0857,Fond-du-Lac,Locality,Northern Saskatchewan,700,35.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0858,Deschambault Lake,Locality,Northern Saskatchewan,650,38.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0860,Dundurn,Locality,Saskatoon Region,600,,duplicate place (locality twin of an incorporated municipality)
SK-0861,Hepburn,Locality,Central Saskatchewan,590,,duplicate place (locality twin of an incorporated municipality)
SK-0863,Duck Lake,Locality,Central Saskatchewan,580,,duplicate place (locality twin of an incorporated municipality)
SK-0867,Pense,Locality,Regina Region,500,48.8,duplicate place (locality twin of an incorporated municipality)
SK-0919,Key First Nation,First Nations Reserve,Central Saskatchewan,450,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0920,Makwa Sahgaiehcan First Nation,First Nations Reserve,Northern Saskatchewan,500,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0921,Ministikwan Lake Cree Nation,First Nations Reserve,Northern Saskatchewan,400,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0922,Wahpeton Dakota Nation,First Nations Reserve,Central Saskatchewan,250,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0923,Wood Mountain Lakota Nation,First Nations Reserve,Southern Saskatchewan,150,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0924,Allan Hills,Locality,Central Saskatchewan,47,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0925,Armley,Locality,Central Saskatchewan,36,36,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0926,Bay Trail,Locality,Central Saskatchewan,32,38.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0927,Beacon Hill,Locality,Northwest Saskatchewan,30,32.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0928,Birsay,Locality,West Central Saskatchewan,14,36.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0929,Blumenheim,Locality,Saskatoon Region,27,40.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0930,Braddock,Locality,Southwest Saskatchewan,18,34.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0931,Bridgeford,Locality,Southern Saskatchewan,28,37.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0932,Broadacres,Locality,Northwest Saskatchewan,19,36.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0933,Bures,Locality,Southeast Saskatchewan,36,39.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0934,Carlea,Locality,Central Saskatchewan,48,36.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0935,Carlton,Locality,Central Saskatchewan,14,38.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0936,Chortitz,Locality,Saskatoon Region,29,40.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0937,Corinne,Locality,Regina Region,42,41.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0938,Cutbank,Locality,West Central Saskatchewan,45,39.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0939,Dahinda,Locality,Southern Saskatchewan,27,39.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0940,Darmody,Locality,Southern Saskatchewan,32,38.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0941,Dummer,Locality,Southeast Saskatchewan,47,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0942,Emma Lake,Locality,Central Saskatchewan,48,37.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0943,Fitzmaurice,Locality,Southeast Saskatchewan,26,37.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0944,Fulda,Locality,Central Saskatchewan,34,39,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0945,Hearne,Locality,Regina Region,35,40.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0946,Highgate,Locality,Northwest Saskatchewan,18,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0947,Katepwa Beach,Locality,Southeast Saskatchewan,36,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0948,Lacadena,Locality,West Central Saskatchewan,20,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0949,Lorlie,Locality,Southeast Saskatchewan,21,38.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0950,Malmgren,Locality,West Central Saskatchewan,28,38.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0951,Marieval,Locality,Southeast Saskatchewan,31,37.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0952,Maxwellton,Locality,Central Saskatchewan,32,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0953,Molanosa,Locality,Northern Saskatchewan,51,34.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0954,Muskiki Springs,Locality,Central Saskatchewan,34,40,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0955,Neelby,Locality,Southeast Saskatchewan,37,38,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0956,New Finland,Locality,Southern Saskatchewan,40,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0957,Nies Beach,Locality,Central Saskatchewan,23,36.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0958,Nobleville,Locality,Central Saskatchewan,50,36.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0959,Oakshela,Locality,Southeast Saskatchewan,34,38.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0960,Palisade,Locality,Southwest Saskatchewan,47,32.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0961,Plato,Locality,West Central Saskatchewan,45,37.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0962,Points North Landing,Locality,Northwest Saskatchewan,25,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0963,Rock Dell,Locality,Southeast Saskatchewan,35,37.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0964,Rosengart,Locality,Southwest Saskatchewan,39,35.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0965,Saint-Front,Locality,Central Saskatchewan,31,36.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0966,Scotsguard,Locality,Southwest Saskatchewan,31,34,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0967,Spruce Home,Locality,Central Saskatchewan,22,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0968,Tarnopol,Locality,Central Saskatchewan,46,39.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0969,Verwood,Locality,Southern Saskatchewan,41,38.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0970,Victoire,Locality,Central Saskatchewan,47,38.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0971,Wartime,Locality,West Central Saskatchewan,51,38.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0972,Wauchope,Locality,Southeast Saskatchewan,39,36,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0973,Wingard,Locality,Central Saskatchewan,21,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0974,Wroxton,Locality,Southeast Saskatchewan,22,35,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0975,Île-à-la-Crosse Métis Community,Métis Community,Northern Saskatchewan,1300,,no published StatCan census population (Métis Community — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0976,Green Lake Métis Community,Métis Community,Northwest Saskatchewan,450,,no published StatCan census population (Métis Community — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0977,Avonlea South,Locality,Regina Region,29,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0978,Belle Plain Station,Locality,Central Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0979,Bugnet,Locality,Central Saskatchewan,21,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0980,Burroughs,Locality,Regina Region,14,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0981,Cadillac East,Locality,Central Saskatchewan,21,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0982,Cheviot,Locality,Saskatoon Region,15,39.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0983,Duff Station,Locality,Regina Region,18,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0984,Dundurn South,Locality,Central Saskatchewan,21,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0985,Edenwold East,Locality,Regina Region,28,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0986,Ernfold East,Locality,Southern Saskatchewan,18,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0987,Esterhazy Station,Locality,Central Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0988,Forgan East,Locality,Northwest Saskatchewan,31,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0989,Girvin East,Locality,Central Saskatchewan,15,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0990,Hafford East,Locality,Central Saskatchewan,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0991,Hanley South,Locality,Central Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0992,Horse Lake,Locality,Regina Region,20,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0993,Imperial East,Locality,Central Saskatchewan,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0994,Loreburn Station,Locality,Central Saskatchewan,21,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0995,Meadow Lake East,Locality,Northwest Saskatchewan,31,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1037,Cumberland House Cree Nation,First Nations Reserve,Central Saskatchewan,700,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1038,Saulteaux First Nation,First Nations Reserve,Central Saskatchewan,400,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1039,Anerley,Locality,West Central Saskatchewan,42,39.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1040,Ardath,Locality,West Central Saskatchewan,45,40.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1041,Avonhurst,Locality,Regina Region,40,41.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1042,Baring,Locality,Southeast Saskatchewan,38,39,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1043,Battrum,Locality,Southwest Saskatchewan,54,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1044,Blumenort,Locality,Southwest Saskatchewan,34,35.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1045,Bodmin,Locality,Central Saskatchewan,43,37.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1046,Bounty,Locality,West Central Saskatchewan,26,39.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1047,Cantal,Locality,Southeast Saskatchewan,35,35.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1048,Colgate,Locality,Southeast Saskatchewan,14,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1049,Court,Locality,West Central Saskatchewan,14,33.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1050,Dankin,Locality,West Central Saskatchewan,39,36.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1051,Diana,Locality,Regina Region,45,41.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1052,Evesham,Locality,Northwest Saskatchewan,24,34.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1053,Ferguson Bay,Locality,Central Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1054,Floral,Locality,Saskatoon Region,39,41.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1055,Gorlitz,Locality,Southeast Saskatchewan,43,37,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1056,Hardy,Locality,Southeast Saskatchewan,23,38.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1057,Homefield,Locality,Southeast Saskatchewan,36,38.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1058,Hughton,Locality,West Central Saskatchewan,23,37.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1059,Kylemore,Locality,Southeast Saskatchewan,28,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1060,Lawson,Locality,Southern Saskatchewan,37,38,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1061,Lily Plain,Locality,Central Saskatchewan,39,38.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1062,Monchy,Locality,Southwest Saskatchewan,52,34.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1063,Murray Point,Locality,Central Saskatchewan,9,34.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1064,Oban,Locality,West Central Saskatchewan,20,38.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1065,Outram,Locality,Southeast Saskatchewan,19,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1066,Palo,Locality,West Central Saskatchewan,31,38.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1067,Peerless,Locality,Northwest Saskatchewan,14,31.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1068,Redfield,Locality,Northwest Saskatchewan,32,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1069,Redwing,Locality,Southeast Saskatchewan,52,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1070,Rowletta,Locality,Southern Saskatchewan,31,39.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1071,Schoenfeld,Locality,Southwest Saskatchewan,28,35,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1072,Smuts,Locality,Saskatoon Region,35,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1073,South Fork,Locality,Southwest Saskatchewan,19,31.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1074,St. Laurent de Grandin,Locality,Central Saskatchewan,29,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1075,Stalwart,Locality,Central Saskatchewan,20,37.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1076,Swanson,Locality,Saskatoon Region,13,38.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1077,Tichfield Junction,Locality,West Central Saskatchewan,15,37.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1078,White Star,Locality,Central Saskatchewan,31,37.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1079,Beauval Métis Community,Métis Community,Northern Saskatchewan,750,,no published StatCan census population (Métis Community — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1080,Pinehouse Métis Community,Métis Community,Northern Saskatchewan,1000,,no published StatCan census population (Métis Community — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1081,Assiniboia East,Locality,Regina Region,7,38.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1082,Blue Bell,Locality,Northwest Saskatchewan,14,32,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1083,Briercrest East,Locality,Northwest Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1084,Calder East,Locality,Central Saskatchewan,23,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1085,Caron East,Locality,Central Saskatchewan,15,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1086,Circle Hill,Locality,Regina Region,29,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1087,Coleman,Locality,Regina Region,20,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1088,Dinsmore East,Locality,Central Saskatchewan,6,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1089,Donavon East,Locality,Southern Saskatchewan,18,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1090,Drinkwater East,Locality,Central Saskatchewan,8,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1091,Endeavour East,Locality,Northwest Saskatchewan,31,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1092,Estend South,Locality,Regina Region,20,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
