Page,Image_Source_Tier,Filename,Layer1_Alt_Geographic,Rendered_Alt_Template,EXIF_GeoTag,License,Source,Attribution_Note
/areas/rexton,flag,rexton-greater-moncton-southeast-nb.webp,"Rexton, Kent County, New Brunswick — tidal river flats of the lower Richibucto","{SERVICE_CATEGORY} in Rexton, New Brunswick — Rexton, Kent County, New Brunswick — tidal river flats of the lower Richibucto","46.64290,-64.87140 (Rexton)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/haut-madawaska,flag,haut-madawaska-northwest-madawaska-nb.webp,"Haut-Madawaska, Madawaska County, New Brunswick — upper Saint John River border bench facing Maine","{SERVICE_CATEGORY} in Haut-Madawaska, New Brunswick — Haut-Madawaska, Madawaska County, New Brunswick — upper Saint John River border bench facing Maine","47.30157,-68.52136 (Haut-Madawaska)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/saint-andre,flag,saint-andre-northwest-madawaska-nb.webp,"Saint-André, Madawaska County, New Brunswick — open potato benchlands above the upper Saint John River","{SERVICE_CATEGORY} in Saint-André, New Brunswick — Saint-André, Madawaska County, New Brunswick — open potato benchlands above the upper Saint John River","47.13460,-67.74531 (Saint-André)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/gagetown,flag,gagetown-capital-river-valley-nb.webp,"Gagetown, Queens County, New Brunswick — riverbank shiretown reach of the lower Saint John","{SERVICE_CATEGORY} in Gagetown, New Brunswick — Gagetown, Queens County, New Brunswick — riverbank shiretown reach of the lower Saint John","45.77000,-66.16278 (Gagetown)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/saint-louis-de-kent,flag,saint-louis-de-kent-greater-moncton-southeast-nb.webp,"Saint-Louis de Kent, Kent County, New Brunswick — wooded coastal plain at the edge of Kouchibouguac National Park","{SERVICE_CATEGORY} in Saint-Louis de Kent, New Brunswick — Saint-Louis de Kent, Kent County, New Brunswick — wooded coastal plain at the edge of Kouchibouguac National Park","46.73658,-64.97158 (Saint-Louis de Kent)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/cambridge-narrows,flag,cambridge-narrows-capital-river-valley-nb.webp,"Cambridge-Narrows, Queens County, New Brunswick — bridge-linked narrows of Washademoak Lake","{SERVICE_CATEGORY} in Cambridge-Narrows, New Brunswick — Cambridge-Narrows, Queens County, New Brunswick — bridge-linked narrows of Washademoak Lake","45.81194,-65.96528 (Cambridge-Narrows)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/kedgwick,flag,kedgwick-restigouche-chaleur-nb.webp,"Kedgwick, Restigouche County, New Brunswick — high timberland plateau above the Restigouche River","{SERVICE_CATEGORY} in Kedgwick, New Brunswick — Kedgwick, Restigouche County, New Brunswick — high timberland plateau above the Restigouche River","47.64585,-67.34334 (Kedgwick)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/fredericton-junction,flag,fredericton-junction-capital-river-valley-nb.webp,"Fredericton Junction, Sunbury County, New Brunswick — rail-junction village on the South Branch Oromocto River","{SERVICE_CATEGORY} in Fredericton Junction, New Brunswick — Fredericton Junction, Sunbury County, New Brunswick — rail-junction village on the South Branch Oromocto River","45.66299,-66.61359 (Fredericton Junction)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/petit-rocher,flag,petit-rocher-acadian-peninsula-chaleur-nb.webp,"Petit-Rocher, Gloucester County, New Brunswick — wharf-centred shore terrace on Chaleur Bay","{SERVICE_CATEGORY} in Petit-Rocher, New Brunswick — Petit-Rocher, Gloucester County, New Brunswick — wharf-centred shore terrace on Chaleur Bay","47.78333,-65.71667 (Petit-Rocher)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/hartland,flag,hartland-capital-river-valley-nb.webp,"Hartland, Carleton County, New Brunswick — covered-bridge crossing of the Saint John River","{SERVICE_CATEGORY} in Hartland, New Brunswick — Hartland, Carleton County, New Brunswick — covered-bridge crossing of the Saint John River","46.29861,-67.50000 (Hartland)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/tracy,flag,tracy-capital-river-valley-nb.webp,"Tracy, Sunbury County, New Brunswick — forest-and-river village on the South Branch Oromocto","{SERVICE_CATEGORY} in Tracy, New Brunswick — Tracy, Sunbury County, New Brunswick — forest-and-river village on the South Branch Oromocto","45.67673,-66.68278 (Tracy)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/region/greater-moncton-southeast,flag,region-greater-moncton-southeast-nb.webp,"Greater Moncton & Southeast region, New Brunswick — Westmorland, Albert, Kent counties","{SERVICE_CATEGORY} across the Greater Moncton & Southeast region, New Brunswick — Greater Moncton & Southeast region, New Brunswick — Westmorland, Albert, Kent counties",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas/region/fundy-saint-john,flag,region-fundy-saint-john-nb.webp,"Fundy & Greater Saint John region, New Brunswick — Saint John, Kings, Charlotte counties","{SERVICE_CATEGORY} across the Fundy & Greater Saint John region, New Brunswick — Fundy & Greater Saint John region, New Brunswick — Saint John, Kings, Charlotte counties",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas/region/capital-river-valley,flag,region-capital-river-valley-nb.webp,"Capital & River Valley region, New Brunswick — York, Sunbury, Queens, Carleton counties","{SERVICE_CATEGORY} across the Capital & River Valley region, New Brunswick — Capital & River Valley region, New Brunswick — York, Sunbury, Queens, Carleton counties",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas/region/northwest-madawaska,flag,region-northwest-madawaska-nb.webp,"Northwest & Madawaska region, New Brunswick — Madawaska, Victoria counties","{SERVICE_CATEGORY} across the Northwest & Madawaska region, New Brunswick — Northwest & Madawaska region, New Brunswick — Madawaska, Victoria counties",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas/region/miramichi-river,flag,region-miramichi-river-nb.webp,"Miramichi River Region region, New Brunswick — Northumberland county","{SERVICE_CATEGORY} across the Miramichi River Region region, New Brunswick — Miramichi River Region region, New Brunswick — Northumberland county",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas/region/acadian-peninsula-chaleur,flag,region-acadian-peninsula-chaleur-nb.webp,"Acadian Peninsula & Chaleur region, New Brunswick — Gloucester county","{SERVICE_CATEGORY} across the Acadian Peninsula & Chaleur region, New Brunswick — Acadian Peninsula & Chaleur region, New Brunswick — Gloucester county",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas/region/restigouche-chaleur,flag,region-restigouche-chaleur-nb.webp,"Restigouche & Chaleur Bay region, New Brunswick — Restigouche county","{SERVICE_CATEGORY} across the Restigouche & Chaleur Bay region, New Brunswick — Restigouche & Chaleur Bay region, New Brunswick — Restigouche county",,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province-tier fallback; metadata describes the region.
/areas,flag,areas-new-brunswick-nb.webp,"New Brunswick, Canada — Bay of Fundy to the Acadian Peninsula service map",{SERVICE_CATEGORY} across New Brunswick — province service map,,Public Domain,Wikimedia Commons — Flag of New Brunswick,Province hub fallback.
